10-31;19750
10-32;19655
10-33;19560
10-34;19245
10-35;19194
10-36;19207
10-37;18781
10-40;18781
10-41;19207
10-42;19194
10-43;19245
10-44;19560
10-45;19655
10-46;19750
11-26;25615
11-27;24770
11-30;24872
11-31;25080
11-32;22876
11-33;23281
11-34;23686
11-35;24091
11-36;18534
11-37;18742
11-40;18742
11-41;18534
11-42;24091
11-43;23686
11-44;23281
11-45;22876
11-46;25080
11-47;24872
11-50;24770
11-51;25615
12-24;22678
12-25;22583
12-26;22488
12-27;22393
12-30;22298
12-31;
12-32;22358
12-33;22263
12-34;22168
12-35;
12-36;21932
12-37;21883
12-40;22112
12-41;
12-42;21302
12-43;21444
12-44;21492
12-45;
12-46;22203
12-47;22298
12-50;22385
12-51;22488
12-52;22583
12-53;22678
13-22;33834
13-23;33936
13-24;34144
13-25;33299
13-26;33401
13-27;33609
13-30;31364
13-31;31466
13-32;31674
13-33;29409
13-34;30931
13-35;31139
13-36;28094
13-37;28196
13-40;28196
13-41;28094
13-42;31139
13-43;30931
13-44;29409
13-45;31674
13-46;31466
13-47;31364
13-50;33609
13-51;33401
13-52;33299
13-53;34144
13-54;33936
13-55;33834
14-21;20934
14-22;20839
14-23;23189
14-24;20399
14-25;20304
14-26;20209
14-27;20109
14-30;20019
14-31;19924
14-32;19609
14-33;
14-34;19708
14-35;19721
14-36;19823
14-37;18978
14-40;18978
14-41;19823
14-42;19916
14-43;
14-44;19553
14-45;19604
14-46;19919
14-47;20019
14-50;20109
14-51;20204
14-52;20299
14-53;20399
14-54;23189
14-55;20834
14-56;20929
15-20;30495
15-21;30703
15-22;31000
15-23;29960
15-24;30168
15-25;30465
15-26;28020
15-27;28233
15-30;27335
15-31;27543
15-32;26445
15-33;26653
15-34;25755
15-35;25963
15-36;19823
15-37;18978
15-40;18978
15-41;19823
15-42;25963
15-43;25755
15-44;26653
15-45;26445
15-46;27543
15-47;27335
15-50;28233
15-51;28020
15-52;30465
15-53;30168
15-54;29960
15-55;31000
15-56;30703
15-57;30495
16-17;30292
16-20;30394
16-21;
16-22;29704
16-23;27459
16-24;26614
16-25;
16-26;25724
16-27;24879
16-30;18812
16-31;
16-32;19069
16-33;19177
16-34;18432
16-35;
16-36;18689
16-37;18897
16-40;18887
16-41;
16-42;18524
16-43;18422
16-44;19267
16-45;
16-46;18904
16-47;18802
16-50;24969
16-51;
16-52;25659
16-53;26704
16-54;27549
16-55;
16-56;29639
16-57;30484
16-60;30382
17-16;14439
17-17;15974
17-20;22666
17-21;23064
17-22;24356
17-23;24754
17-24;25241
17-25;26591
17-26;26989
17-27;27476
17-30;28626
17-31;29024
17-32;29511
17-33;32061
17-34;32459
17-35;32946
17-36;34149
17-37;34636
17-40;34636
17-41;34149
17-42;32946
17-43;32459
17-44;32061
17-45;29511
17-46;29024
17-47;28626
17-50;27476
17-51;26989
17-52;26591
17-53;25241
17-54;24754
17-55;24356
17-56;23064
17-57;22666
17-60;15974
17-61;14439
20-15;29245
20-16;29347
20-17;29555
20-20;28710
20-21;28812
20-22;29020
20-23;
20-24;26877
20-25;27085
20-26;26187
20-27;
20-30;26550
20-31;25547
20-32;25660
20-33;
20-34;24917
20-35;19379
20-36;18534
20-37;
20-40;18689
20-41;19534
20-42;25125
20-43;
20-44;24762
20-45;25660
20-46;25452
20-47;
20-50;26395
20-51;26187
20-52;27085
20-53;
20-54;26722
20-55;29020
20-56;28812
20-57;28710
20-60;29555
20-61;29347
20-62;29245
21-14;13939
21-15;15474
21-16;21033
21-17;21325
21-20;21723
21-21;23068
21-22;23360
21-23;23758
21-24;25303
21-25;25595
21-26;25993
21-27;27338
21-30;27630
21-31;28028
21-32;30183
21-33;30585
21-34;31068
21-35;32218
21-36;32620
21-37;33103
21-40;33103
21-41;32620
21-42;32218
21-43;31068
21-44;30585
21-45;30183
21-46;28028
21-47;27630
21-50;27338
21-51;25993
21-52;25595
21-53;25303
21-54;23758
21-55;23360
21-56;23068
21-57;21723
21-60;21325
21-61;21033
21-62;15474
21-63;13939
22-13;27751
22-14;27853
22-15;
22-16;28216
22-17;27371
22-20;27473
22-21;
22-22;27836
22-23;25538
22-24;25746
22-25;
22-26;25003
22-27;25211
22-30;24113
22-31;
22-32;24476
22-33;23578
22-34;23786
22-35;
22-36;19534
22-37;18689
22-40;18689
22-41;
22-42;19379
22-43;23786
22-44;23578
22-45;
22-46;24321
22-47;24113
22-50;25211
22-51;
22-52;24848
22-53;25746
22-54;25538
22-55;
22-56;27681
22-57;27473
22-60;27371
22-61;
22-62;28061
22-63;27853
22-64;27751
23-13;13689
23-14;14087
23-15;15474
23-16;19945
23-17;20237
23-20;20635
23-21;21980
23-22;22272
23-23;22670
23-24;24215
23-25;24507
23-26;24905
23-27;26250
23-30;26542
23-31;26940
23-32;29095
23-33;29497
23-34;29980
23-35;31130
23-36;31532
23-37;32015
23-40;32015
23-41;31532
23-42;31130
23-43;29980
23-44;29497
23-45;29095
23-46;26940
23-47;26542
23-50;26250
23-51;24905
23-52;24507
23-53;24215
23-54;22670
23-55;22272
23-56;21980
23-57;20635
23-60;20237
23-61;19945
23-62;15474
23-63;14087
23-64;13689
24-12;26436
24-13;26691
24-14;26746
24-15;25901
24-16;26003
24-17;
24-20;26366
24-21;24068
24-22;24276
24-23;
24-24;23533
24-25;23741
24-26;22643
24-27;
24-30;23006
24-31;22108
24-32;22316
24-33;
24-34;19080
24-35;19288
24-36;18391
24-37;
24-40;18545
24-41;19443
24-42;19235
24-43;
24-44;22571
24-45;22363
24-46;23261
24-47;
24-50;22898
24-51;23996
24-52;23788
24-53;
24-54;24531
24-55;24323
24-56;26621
24-57;
24-60;26258
24-61;26156
24-62;27001
24-63;26746
24-64;26691
24-65;26678
25-12;13295
25-13;13693
25-14;15080
25-15;15478
25-16;19175
25-17;19467
25-20;19865
25-21;21210
25-22;21502
25-23;21900
25-24;23445
25-25;23737
25-26;24135
25-27;25480
25-30;25772
25-31;26170
25-32;28325
25-33;28727
25-34;29210
25-35;30418
25-36;30899
25-37;31416
25-40;31416
25-41;30899
25-42;30418
25-43;29210
25-44;28727
25-45;28325
25-46;26170
25-47;25772
25-50;25480
25-51;24135
25-52;23737
25-53;23445
25-54;21900
25-55;21502
25-56;21210
25-57;19865
25-60;19467
25-61;19175
25-62;15478
25-63;15080
25-64;13693
25-65;13295
26-11;25748
26-12;24956
26-13;25058
26-14;25266
26-15;
26-16;23176
26-17;23278
26-20;23486
26-21;
26-22;22796
26-23;22898
26-24;23106
26-25;
26-26;22216
26-27;22318
26-30;22526
26-31;
26-32;21836
26-33;21938
26-34;22146
26-35;
26-36;19246
26-37;18401
26-40;18401
26-41;
26-42;19091
26-43;22146
26-44;21938
26-45;
26-46;21681
26-47;22526
26-50;22318
26-51;
26-52;22061
26-53;23106
26-54;22898
26-55;
26-56;22641
26-57;23486
26-60;23278
26-61;
26-62;23021
26-63;25266
26-64;25058
26-65;24956
26-66;25745
27-11;12809
27-12;13101
27-13;13499
27-14;14844
27-15;15136
27-16;18638
27-17;19036
27-20;19523
27-21;20673
27-22;21071
27-23;21558
27-24;22908
27-25;23306
27-26;23793
27-27;24943
27-30;25341
27-31;25828
27-32;28378
27-33;28776
27-34;29262
27-35;30466
27-36;30758
27-37;31153
27-40;31153
27-41;30758
27-42;30466
27-43;29262
27-44;28776
27-45;28378
27-46;25828
27-47;25341
27-50;24943
27-51;23793
27-52;23306
27-53;22908
27-54;21558
27-55;21071
27-56;20673
27-57;19523
27-60;19036
27-61;18638
27-62;15136
27-63;14844
27-64;13499
27-65;13101
27-66;12809
30-11;25071
30-12;25279
30-13;26576
30-14;24589
30-15;24691
30-16;24899
30-17;
30-20;22756
30-21;22964
30-22;22066
30-23;
30-24;22429
30-25;21331
30-26;21539
30-27;
30-30;20796
30-31;21004
30-32;18338
30-33;
30-34;18701
30-35;17856
30-36;17958
30-37;
30-40;18113
30-41;17911
30-42;18856
30-43;
30-44;18493
30-45;22159
30-46;21951
30-47;
30-50;22694
30-51;22486
30-52;23584
30-53;
30-54;23221
30-55;24119
30-56;23911
30-57;
30-60;26054
30-61;25846
30-62;25744
30-63;
30-64;26576
30-65;26279
30-66;26068
31-10;23182
31-11;12376
31-12;12668
31-13;13066
31-14;14553
31-15;14756
31-16;15048
31-17;18360
31-20;18652
31-21;19050
31-22;20395
31-23;20687
31-24;21085
31-25;22630
31-26;22922
31-27;23320
31-30;24665
31-31;24957
31-32;25355
31-33;27510
31-34;27912
31-35;28395
31-36;28495
31-37;28784
31-40;28784
31-41;28495
31-42;28395
31-43;27912
31-44;27510
31-45;25355
31-46;24957
31-47;24665
31-50;23320
31-51;22922
31-52;22630
31-53;21085
31-54;20687
31-55;20395
31-56;19050
31-57;18652
31-60;18360
31-61;15048
31-62;14756
31-63;14553
31-64;13066
31-65;12668
31-66;12376
31-67;23182
32-10;23804
32-11;
32-12;24241
32-13;24502
32-14;23424
32-15;
32-16;23861
32-17;22025
32-20;22233
32-21;
32-22;21490
32-23;21698
32-24;20600
32-25;
32-26;20963
32-27;20065
32-30;20273
32-31;
32-32;17959
32-33;18061
32-34;18269
32-35;
32-36;17579
32-37;17681
32-40;17681
32-41;
32-42;17424
32-43;18269
32-44;18061
32-45;
32-46;17899
32-47;20273
32-50;20065
32-51;
32-52;20808
32-53;20600
32-54;21698
32-55;
32-56;21335
32-57;22233
32-60;22025
32-61;
32-62;23635
32-63;23424
32-64;24502
32-65;
32-66;24012
32-67;23801
33-10;24244
33-11;11943
33-12;12235
33-13;12633
33-14;13978
33-15;14270
33-16;14668
33-17;17782
33-20;18074
33-21;18472
33-22;19817
33-23;20109
33-24;20507
33-25;22052
33-26;22344
33-27;22742
33-30;24087
33-31;24379
33-32;24777
33-33;27522
33-34;27814
33-35;28212
33-36;29557
33-37;29846
33-40;29846
33-41;29557
33-42;28212
33-43;27814
33-44;27522
33-45;24777
33-46;24379
33-47;24087
33-50;22742
33-51;22344
33-52;22052
33-53;20507
33-54;20109
33-55;19817
33-56;18472
33-57;18074
33-60;17782
33-61;14668
33-62;14270
33-63;13978
33-64;12633
33-65;12235
33-66;11943
33-67;24244
34-10;23815
34-11;23916
34-12;24124
34-13;23279
34-14;23381
34-15;23589
34-16;21291
34-17;
34-20;21654
34-21;20756
34-22;20964
34-23;
34-24;20021
34-25;20229
34-26;19331
34-27;
34-30;19694
34-31;17172
34-32;17380
34-33;
34-34;16690
34-35;16792
34-36;17000
34-37;
34-40;17155
34-41;16947
34-42;16845
34-43;
34-44;17535
34-45;16327
34-46;19849
34-47;
34-50;19486
34-51;20384
34-52;20176
34-53;
34-54;21119
34-55;20911
34-56;21809
34-57;
34-60;21446
34-61;23744
34-62;23536
34-63;
34-64;23279
34-65;24124
34-66;23913
34-67;23811
35-10;23271
35-11;11457
35-12;11855
35-13;12342
35-14;13545
35-15;13837
35-16;14235
35-17;17204
35-20;17496
35-21;17894
35-22;19239
35-23;19531
35-24;19929
35-25;21474
35-26;21766
35-27;22164
35-30;23509
35-31;23801
35-32;24199
35-33;26354
35-34;26756
35-35;27239
35-36;28389
35-37;28788
35-40;28788
35-41;28389
35-42;27239
35-43;26756
35-44;26354
35-45;24199
35-46;23801
35-47;23509
35-50;22164
35-51;21766
35-52;21474
35-53;19929
35-54;19531
35-55;19239
35-56;17894
35-57;17496
35-60;17204
35-61;14235
35-62;13837
35-63;13545
35-64;12342
35-65;11855
35-66;11457
35-67;23271
36-10;23145
36-11;
36-12;22455
36-13;22663
36-14;20418
36-15;
36-16;20675
36-17;20883
36-20;20038
36-21;
36-22;20295
36-23;20503
36-24;19458
36-25;
36-26;19715
36-27;19923
36-30;19078
36-31;
36-32;19335
36-33;19543
36-34;17184
36-35;
36-36;17547
36-37;16649
36-40;16649
36-41;
36-42;17392
36-43;17184
36-44;19543
36-45;
36-46;19180
36-47;19078
36-50;19923
36-51;
36-52;19560
36-53;19458
36-54;20503
36-55;
36-56;20140
36-57;20038
36-60;20883
36-61;
36-62;20520
36-63;20418
36-64;22633
36-65;
36-66;22300
36-67;23142
37-10;23134
37-11;11149
37-12;11547
37-13;12034
37-14;13184
37-15;13582
37-16;14069
37-17;16619
37-20;17017
37-21;17504
37-22;18654
37-23;19052
37-24;19539
37-25;20883
37-26;21287
37-27;21774
37-30;22918
37-31;23322
37-32;23809
37-33;26412
37-34;26704
37-35;27102
37-36;28447
37-37;28736
37-40;28736
37-41;28447
37-42;27102
37-43;26704
37-44;26412
37-45;23809
37-46;23322
37-47;22918
37-50;21774
37-51;21287
37-52;20883
37-53;19539
37-54;19052
37-55;18654
37-56;17504
37-57;17017
37-60;16619
37-61;14069
37-62;13582
37-63;13184
37-64;12034
37-65;11547
37-66;11149
37-67;23134
40-10;23279
40-11;23292
40-12;23394
40-13;22744
40-14;22757
40-15;22859
40-16;20667
40-17;
40-20;20924
40-21;20132
40-22;20234
40-23;
40-24;19397
40-25;19499
40-26;18706
40-27;
40-30;18964
40-31;16772
40-32;16874
40-33;
40-34;16237
40-35;16339
40-36;16547
40-37;
40-40;16702
40-41;16494
40-42;16392
40-43;
40-44;17059
40-45;16927
40-46;19119
40-47;
40-50;18862
40-51;19654
40-52;19552
40-53;
40-54;20389
40-55;20287
40-56;21079
40-57;
40-60;20822
40-61;23014
40-62;22912
40-63;
40-64;22744
40-65;23394
40-66;23292
40-67;23279
41-10;23204
41-11;11411
41-12;11614
41-13;11906
41-14;13304
41-15;13596
41-16;13994
41-17;16739
41-20;17031
41-21;17429
41-22;18774
41-23;19066
41-24;19464
41-25;21009
41-26;21301
41-27;21699
41-30;23044
41-31;23336
41-32;23734
41-33;26479
41-34;26771
41-35;27169
41-36;28514
41-37;28806
41-40;28806
41-41;28514
41-42;27169
41-43;26771
41-44;26479
41-45;23734
41-46;23336
41-47;23044
41-50;21699
41-51;21301
41-52;21009
41-53;19464
41-54;19066
41-55;18774
41-56;17429
41-57;17031
41-60;16739
41-61;13994
41-62;13596
41-63;13304
41-64;11906
41-65;11614
41-66;11411
41-67;23204
42-10;23733
42-11;
42-12;23990
42-13;23003
42-14;23020
42-15;
42-16;23113
42-17;21418
42-20;21520
42-21;
42-22;20883
42-23;20985
42-24;19993
42-25;
42-26;20250
42-27;19458
42-30;19560
42-31;
42-32;17665
42-33;17678
42-34;17780
42-35;
42-36;17173
42-37;17345
42-40;17245
42-41;
42-42;16988
42-43;17780
42-44;17678
42-45;
42-46;17513
42-47;19560
42-50;19458
42-51;
42-52;20295
42-53;19993
42-54;20985
42-55;
42-56;20728
42-57;21520
42-60;21418
42-61;
42-62;22919
42-63;22820
42-64;22803
42-65;
42-66;23835
42-67;23733
43-10;23878
43-11;11943
43-12;12235
43-13;12634
43-14;13978
43-15;14270
43-16;14668
43-17;17413
43-20;17705
43-21;18103
43-22;19448
43-23;19740
43-24;20138
43-25;21683
43-26;21975
43-27;22373
43-30;23718
43-31;24010
43-32;24408
43-33;27151
43-34;27445
43-35;27843
43-36;29188
43-37;29480
43-40;29480
43-41;29188
43-42;27843
43-43;27445
43-44;27151
43-45;24408
43-46;24010
43-47;23718
43-50;22373
43-51;21975
43-52;21683
43-53;20138
43-54;19740
43-55;19448
43-56;18103
43-57;17705
43-60;17413
43-61;14668
43-62;14270
43-63;13978
43-64;12634
43-65;12235
43-66;11943
43-67;23878
44-10;23853
44-11;23870
44-12;23968
44-13;23318
44-14;23335
44-15;23433
44-16;21777
44-17;
44-20;22035
44-21;21242
44-22;21344
44-23;
44-24;20507
44-25;20609
44-26;19817
44-27;
44-30;20074
44-31;17608
44-32;17813
44-33;
44-34;17070
44-35;17281
44-36;17575
44-37;
44-40;17730
44-41;17633
44-42;17228
44-43;
44-44;17968
44-45;17760
44-46;20229
44-47;
44-50;19972
44-51;20764
44-52;20662
44-53;
44-54;21499
44-55;21397
44-56;22190
44-57;
44-60;21933
44-61;23628
44-62;23531
44-63;
44-64;23318
44-65;23968
44-66;23870
44-67;23853
45-10;24456
45-11;12521
45-12;12813
45-13;13211
45-14;14503
45-15;14901
45-16;15388
45-17;17991
45-20;18283
45-21;18681
45-22;20026
45-23;20318
45-24;20716
45-25;22261
45-26;22553
45-27;22951
45-30;24296
45-31;24588
45-32;24986
45-33;27731
45-34;28023
45-35;28419
45-36;29766
45-37;30058
45-40;30058
45-41;29766
45-42;28419
45-43;28023
45-44;27731
45-45;24986
45-46;24588
45-47;24296
45-50;22951
45-51;22553
45-52;22261
45-53;20716
45-54;20318
45-55;20026
45-56;18681
45-57;18283
45-60;17991
45-61;15388
45-62;14901
45-63;14503
45-64;13211
45-65;12813
45-66;12521
45-67;24456
46-10;24429
46-11;
46-12;24642
46-13;24739
46-14;24050
46-15;
46-16;24263
46-17;24360
46-20;22665
46-21;
46-22;22922
46-23;22130
46-24;22232
46-25;
46-26;21394
46-27;21496
46-30;20704
46-31;
46-32;20961
46-33;18545
46-34;18647
46-35;
46-36;17958
46-37;18166
46-40;18166
46-41;
46-42;17803
46-43;18647
46-44;18545
46-45;
46-46;20806
46-47;20704
46-50;21496
46-51;
46-52;21239
46-53;22232
46-54;22130
46-55;
46-56;22767
46-57;22665
46-60;24360
46-61;
46-62;24066
46-63;24050
46-64;24739
46-65;
46-66;24446
46-67;24429
47-11;12901
47-12;13299
47-13;14591
47-14;14989
47-15;15476
47-16;18140
47-17;18432
47-20;18830
47-21;20175
47-22;20467
47-23;20865
47-24;22410
47-25;22702
47-26;23100
47-27;24445
47-30;24737
47-31;25135
47-32;27880
47-33;28172
47-34;28570
47-35;29915
47-36;30207
47-37;30605
47-40;30605
47-41;30207
47-42;29915
47-43;28570
47-44;28172
47-45;27880
47-46;25135
47-47;24737
47-50;24445
47-51;23100
47-52;22702
47-53;22410
47-54;20865
47-55;20467
47-56;20175
47-57;18830
47-60;18432
47-61;18140
47-62;15476
47-63;14989
47-64;14591
47-65;13299
47-66;12901
50-11;25558
50-12;25660
50-13;25010
50-14;25023
50-15;25125
50-16;23075
50-17;
50-20;23243
50-21;23345
50-22;22553
50-23;
50-24;22810
50-25;21860
50-26;21973
50-27;
50-30;22230
50-31;21580
50-32;21593
50-33;
50-34;21848
50-35;19091
50-36;18246
50-37;
50-40;18163
50-41;19246
50-42;22003
50-43;
50-44;21748
50-45;21735
50-46;22385
50-47;
50-50;22128
50-51;22115
50-52;22965
50-53;
50-54;22708
50-55;22695
50-56;23345
50-57;
50-60;23088
50-61;23075
50-62;25125
50-63;25023
50-64;25010
50-65;25660
50-66;25558
51-11;12954
51-12;13246
51-13;14786
51-14;14989
51-15;15281
51-16;18737
51-17;19029
51-20;19427
51-21;20772
51-22;21064
51-23;21462
51-24;23007
51-25;23299
51-26;23697
51-27;25042
51-30;25334
51-31;25732
51-32;28477
51-33;28769
51-34;29167
51-35;30512
51-36;30804
51-37;31202
51-40;31202
51-41;30804
51-42;30512
51-43;29167
51-44;28769
51-45;28477
51-46;25732
51-47;25334
51-50;25042
51-51;23697
51-52;23299
51-53;23007
51-54;21462
51-55;21064
51-56;20772
51-57;19427
51-60;19029
51-61;18737
51-62;15281
51-63;14989
51-64;14786
51-65;13246
51-66;12954
52-12;25894
52-13;25991
52-14;26009
52-15;
52-16;25514
52-17;25531
52-20;25629
52-21;
52-22;24129
52-23;24231
52-24;23439
52-25;
52-26;23696
52-27;22704
52-30;22803
52-31;
52-32;22169
52-33;22271
52-34;19224
52-35;
52-36;18587
52-37;18689
52-40;18689
52-41;
52-42;18432
52-43;19224
52-44;22271
52-45;
52-46;22014
52-47;22803
52-50;22704
52-51;
52-52;23541
52-53;23439
52-54;24231
52-55;
52-56;23974
52-57;25669
52-60;25572
52-61;
52-62;25359
52-63;26009
52-64;25911
52-65;25894
53-12;13584
53-13;13982
53-14;15274
53-15;15672
53-16;19219
53-17;19511
53-20;19909
53-21;21254
53-22;21546
53-23;21944
53-24;23489
53-25;23781
53-26;24179
53-27;25524
53-30;25816
53-31;26214
53-32;28959
53-33;29251
53-34;29649
53-35;30994
53-36;31286
53-37;31684
53-40;31684
53-41;31286
53-42;30994
53-43;29649
53-44;29251
53-45;28959
53-46;26214
53-47;25816
53-50;25524
53-51;24179
53-52;23781
53-53;23489
53-54;21944
53-55;21546
53-56;21254
53-57;19909
53-60;19511
53-61;19219
53-62;15672
53-63;15274
53-64;13982
53-65;13584
54-13;26810
54-14;26827
54-15;26925
54-16;26275
54-17;26292
54-20;26390
54-21;24735
54-22;24837
54-23;
54-24;24200
54-25;24302
54-26;23310
54-27;
54-30;23567
54-31;22775
54-32;22877
54-33;
54-34;19369
54-35;18524
54-36;18731
54-37;
54-40;18887
54-41;18678
54-42;19524
54-43;
54-44;23032
54-45;22930
54-46;23722
54-47;
54-50;23465
54-51;24457
54-52;24355
54-53;
54-54;24992
54-55;24890
54-56;26585
54-57;
54-60;26292
54-61;26275
54-62;26925
54-63;26827
54-64;26810
55-13;13977
55-14;15322
55-15;15720
55-16;19975
55-17;20267
55-20;20665
55-21;22010
55-22;22302
55-23;22700
55-24;24245
55-25;24537
55-26;24935
55-27;26280
55-30;26572
55-31;26970
55-32;29715
55-33;30007
55-34;30405
55-35;31750
55-36;32042
55-37;32440
55-40;32440
55-41;32042
55-42;31750
55-43;30405
55-44;30007
55-45;29715
55-46;26970
55-47;26572
55-50;26280
55-51;24935
55-52;24537
55-53;24245
55-54;22700
55-55;22302
55-56;22010
55-57;20665
55-60;20267
55-61;19975
55-62;15720
55-63;15322
55-64;13977
56-14;28044
56-15;28721
56-16;28159
56-17;27509
56-20;27526
56-21;
56-22;27819
56-23;26124
56-24;26226
56-25;
56-26;25589
56-27;25691
56-30;24699
56-31;
56-32;24956
56-33;24162
56-34;24266
56-35;
56-36;18822
56-37;18977
56-40;18977
56-41;
56-42;19668
56-43;24266
56-44;24162
56-45;
56-46;24801
56-47;24699
56-50;25691
56-51;
56-52;25434
56-53;26226
56-54;26124
56-55;
56-56;27824
56-57;27526
56-60;27509
56-61;
56-62;28721
56-63;27439
57-15;14478
57-16;15823
57-17;21260
57-20;21658
57-21;23003
57-22;23295
57-23;23693
57-24;25238
57-25;25530
57-26;25928
57-27;27273
57-30;27565
57-31;27963
57-32;30708
57-33;31000
57-34;31398
57-35;32743
57-36;33035
57-37;33433
57-40;33433
57-41;33035
57-42;32743
57-43;31398
57-44;31000
57-45;30708
57-46;27963
57-47;27565
57-50;27273
57-51;25928
57-52;25530
57-53;25238
57-54;23693
57-55;23295
57-56;23003
57-57;21658
57-60;21260
57-61;15823
57-62;14478
60-16;29072
60-17;26827
60-20;26840
60-21;26942
60-22;26292
60-23;26305
60-24;26407
60-25;25557
60-26;25320
60-27;
60-30;25827
60-31;25177
60-32;25190
60-33;
60-34;25447
60-35;19668
60-36;18823
60-37;
60-40;18982
60-41;19823
60-42;25603
60-43;
60-44;25345
60-45;25332
60-46;25982
60-47;
60-50;25725
60-51;25712
60-52;26562
60-53;
60-54;26305
60-55;26292
60-56;26942
60-57;26840
60-60;26827
60-61;28930
61-17;30212
61-20;30225
61-21;29522
61-22;29535
61-23;29637
61-24;27392
61-25;27600
61-26;26702
61-27;26910
61-30;25812
61-31;26020
61-32;25122
61-33;25330
61-34;19708
61-35;19810
61-36;19018
61-37;19120
61-40;19120
61-41;19018
61-42;19810
61-43;19708
61-44;25330
61-45;25122
61-46;26020
61-47;25812
61-50;26910
61-51;26702
61-52;27600
61-53;27392
61-54;29637
61-55;29535
61-56;30327
61-57;30225
61-60;30212
62-20;30691
62-21;31014
62-22;30806
62-23;31014
62-24;30169
62-25;
62-26;30426
62-27;30634
62-30;28336
62-31;
62-32;27646
62-33;26601
62-34;25758
62-35;
62-36;19967
62-37;19123
62-40;19123
62-41;
62-42;19812
62-43;25758
62-44;26601
62-45;
62-46;27491
62-47;28336
62-50;30634
62-51;
62-52;30271
62-53;30169
62-54;31014
62-55;
62-56;30651
62-57;30549
63-21;21323
63-22;21228
63-23;21133
63-24;21038
63-25;20693
63-26;20598
63-27;20503
63-30;20408
63-31;20313
63-32;20218
63-33;19903
63-34;19852
63-35;19865
63-36;19967
63-37;19122
63-40;19122
63-41;19967
63-42;19865
63-43;19852
63-44;19903
63-45;20218
63-46;20313
63-47;20408
63-50;20503
63-51;20598
63-52;20693
63-53;21038
63-54;21133
63-55;21228
63-56;21323
64-22;31728
64-23;31830
64-24;32038
64-25;31193
64-26;31295
64-27;31503
64-30;29258
64-31;29360
64-32;29568
64-33;28723
64-34;28825
64-35;29033
64-36;27988
64-37;28090
64-40;28090
64-41;27988
64-42;29033
64-43;28825
64-44;28723
64-45;29568
64-46;29360
64-47;29258
64-50;31503
64-51;31295
64-52;31193
64-53;32038
64-54;31830
64-55;31728
65-24;23549
65-25;22833
65-26;22738
65-27;22643
65-30;22548
65-31;22453
65-32;22358
65-33;22263
65-34;22168
65-35;22073
65-36;21977
65-37;21883
65-40;21883
65-41;21977
65-42;22073
65-43;22168
65-44;22263
65-45;22358
65-46;22453
65-47;22548
65-50;22643
65-51;22738
65-52;22833
65-53;23549
66-26;25509
66-27;24664
66-30;24766
66-31;
66-32;25129
66-33;22576
66-34;22980
66-35;
66-36;23541
66-37;18833
66-40;18833
66-41;
66-42;23386
66-43;22980
66-44;22576
66-45;
66-46;24974
66-47;24766
66-50;24664
66-51;25509
67-31;19750
67-32;19655
67-33;19560
67-34;19245
67-35;19194
67-36;19207
67-37;19309
67-40;19309
67-41;19207
67-42;19194
67-43;19245
67-44;19560
67-45;19655
67-46;19750
